Time (s): 0
4	S: 1. 
Time (s): 18
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 19
2	P: 1. S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 20
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 21
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 22
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 23
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 24
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 25
2	S: 1. 
1	P: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 26
1	P: 1. 
1	P: 1. S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 27
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 28
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 29
2	P: 1. 
44	N: 1. 
3	nuc: 1. 
2	S: 1. 
1	S: 2. 
Time (s): 30
1	P: 1. S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 31
1	P: 1. 
1	P: 1. S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 32
1	P: 1. 
1	P: 1. N: 1. S: 2. 
43	N: 1. 
3	nuc: 1. 
2	S: 1. 
Time (s): 33
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 34
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 35
2	P: 1. S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 36
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 37
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 38
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 39
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 40
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 41
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 42
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 43
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 44
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 45
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 46
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 47
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 48
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
Time (s): 49
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 50
1	P: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 51
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 52
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 53
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
Time (s): 54
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 55
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 56
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 57
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 58
1	P: 1. S: 1. 
1	P: 1. S: 2. 
1	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 59
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 60
1	P: 2. N: 1. S: 2. 
43	N: 1. 
3	nuc: 1. 
2	S: 1. 
Time (s): 61
1	P: 1. S: 2. 
1	P: 1. 
44	N: 1. 
3	nuc: 1. 
2	S: 1. 
Time (s): 62
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 63
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 64
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 65
1	P: 1. S: 1. 
1	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
1	P: 1. 
Time (s): 66
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 67
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 68
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 69
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 70
1	P: 1. S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 71
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 72
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 73
1	P: 1. 
43	N: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 74
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 75
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 76
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 77
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 78
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 79
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 80
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 81
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 82
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 83
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 84
1	P: 1. S: 1. 
1	P: 1. S: 2. 
1	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 85
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 86
44	N: 1. 
1	P: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 87
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 88
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 89
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 90
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 91
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 92
1	P: 1. S: 2. 
1	P: 1. 
44	N: 1. 
3	nuc: 1. 
2	S: 1. 
Time (s): 93
2	P: 1. 
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
2	S: 1. 
Time (s): 94
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 95
1	P: 1. S: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 96
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 97
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 98
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 99
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 100
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 101
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 102
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 103
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 104
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 105
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 106
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 107
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 108
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 109
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 110
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 111
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 112
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 113
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 114
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 115
1	S: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 116
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 117
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 118
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 119
1	P: 1. S: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 120
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 121
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 122
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 123
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 124
1	P: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
1	S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 125
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 126
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 127
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 128
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 129
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 130
1	P: 1. N: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 131
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 132
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 133
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 134
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 135
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 136
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 137
2	S: 1. 
1	P: 2. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 138
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 139
1	P: 1. S: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 140
1	P: 1. S: 2. 
1	P: 1. N: 1. 
2	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 141
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 142
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 143
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 144
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 145
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 146
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 147
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 148
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 149
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 150
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 151
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 152
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 153
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 154
1	P: 1. S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 155
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 156
1	P: 2. N: 2. S: 2. 
2	S: 1. 
3	nuc: 1. 
42	N: 1. 
Time (s): 157
1	P: 1. S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
43	N: 1. 
Time (s): 158
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 159
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 160
1	P: 1. 
43	N: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 161
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 162
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 163
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 164
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 165
2	S: 1. 
1	P: 2. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 166
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 167
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 168
1	P: 1. 
43	N: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 169
1	P: 1. S: 1. 
1	P: 1. N: 1. S: 1. 
1	S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 170
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 171
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 172
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 173
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 174
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 175
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 176
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 177
1	P: 1. N: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 178
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 179
2	P: 1. 
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
2	S: 1. 
Time (s): 180
1	P: 1. 
43	N: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
Time (s): 181
1	P: 1. 
43	N: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
3	nuc: 1. 
1	S: 2. 
Time (s): 182
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 183
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 184
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 185
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
1	S: 1. 
Time (s): 186
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 187
2	P: 1. 
2	S: 1. 
1	S: 2. 
3	nuc: 1. 
44	N: 1. 
Time (s): 188
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 189
1	S: 1. 
1	P: 1. N: 1. S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
42	N: 1. 
Time (s): 190
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 191
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 192
44	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
1	P: 1. 
Time (s): 193
1	P: 1. 
43	N: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. N: 1. S: 1. 
Time (s): 194
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 195
1	P: 1. 
2	S: 1. 
1	P: 1. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 196
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 197
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 198
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
Time (s): 199
2	S: 1. 
1	P: 2. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 200
2	S: 1. 
1	P: 2. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 201
1	P: 2. S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 202
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 203
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 204
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 205
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 206
2	S: 1. 
1	P: 2. N: 1. S: 2. 
3	nuc: 1. 
43	N: 1. 
Time (s): 207
1	P: 1. 
43	N: 1. 
3	nuc: 1. 
1	S: 2. 
1	S: 1. 
1	P: 1. N: 1. S: 1. 
Time (s): 208
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 209
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 210
1	P: 1. S: 2. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 211
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 212
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 213
1	P: 1. S: 1. 
1	S: 1. 
43	N: 1. 
3	nuc: 1. 
1	P: 1. N: 1. S: 2. 
Time (s): 214
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 215
2	P: 1. 
1	S: 2. 
2	S: 1. 
3	nuc: 1. 
44	N: 1. 
Time (s): 216
44	N: 1. 
1	P: 1. S: 1. 
1	S: 1. 
3	nuc: 1. 
1	S: 2. 
1	P: 1. 
Time (s): 217
1	P: 1. S: 2. 
1	P: 1. 
2	S: 1. 
3	nuc: 1. 
